"TypeNamespacePrefix","TypeName","QualifiedType","FacetName","FacetValue","Definition"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1335","LIMITATIONS ON EXCLUSIVE RIGHTS: REPORDUCTION BY LIBRARIES AND ARCHIVES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1336","CIRCUMVENTION OF COPYRIGHT PROTECTION SYSTEMS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1337","CIRCUMVENTION OF COPYRIGHT PROTECTION SYSTEMS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1338","CIVIL STATUTE COPYRIGHT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1339","INFRINGEMENT AND REMEDIES (CRIMINAL OFFENSES)"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","134","OBTAINING NATURALIZATION THROUGH FRAUD"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1340","INFRINGEMENT AND REMEDIES (CRIMINAL INFRINGEMENT)"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1341","SEIZURE AND FORFEITURE"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1342","SEIZURE/FORFEITURE ALL COPIES/PHONORECORDS MANUFACTURED IN VIOLATION 506A"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1343","MANUFACTURE, IMPORTATION AND PUBLIC DISTRIBUTION OF CERTAIN COPIES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1344","PROHIBITED IMPORTATION OF ARTICLE(S) IN VIOLATION OF COPYRIGHT LAW"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1345","COPIES/PHONORECORDS LAWFULLY MADE IN U.S. UNLESS PROVISIONS OF 601 APPLCABLE"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1346","PROHIBITED IMPORTATION OF ARTICLE(S) IN VIOLATION OF COPYRIGHT LAW"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1347","EXCLUSION OF ARTICLE(S) IN VIOLATION OF COPYRIGHT LAWS UNDER SECTION 602"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1348","GENERAL FRAUD/MAKING FALSE STATEMENT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1349","POSSESSION OF FALSE PAPERS TO DEFRAUD THE UNITED STATES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","135","** ACCOMPANYING EXCLUDED SUBJECT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1350","CREDIT/LOAN APPLICATION GENERALLY; RENEWALS AND DISCOUNTS; CROP INSURANCE"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1351","FALSE STATEMENTS REGARDING CITIZENSHIP"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1352","MAKING FALSE STATEMENTS ABOUT NATURALIZATION, CITIZENSHIP OR ALIEN REGISTRY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1353","AVOIDS DUTY RELATED TO NATURALIZATION, CITIZENSHIP OR ALIEN REGISTRY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1354","USES ANY CERTIFICATE RELATED TO NATURALIZATION,CITIZENSHIP OR ALIEN REGISTRY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1355","MAKES FALSE CERTIFICATES RELATED TO NATURALIZATION,CITZENSHIP,ALIEN REGISTRY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1356","MAKING FALSE CLAIMS TO CITIZENSHIP"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1357","MAKES FALSE CLAIMS TO CITIZENSHIP IN ORDER TO VOTE"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1358","FALSE PRETENSES ON HIGH SEAS OR OTHER WATERS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","136","** ESPIONAGE, SABOTAGE OR EXPORT OF GOODS, TECHNOLOGY, OR SENSITIVE INFORMATION"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1360","PRODUCING IDENTIFICATION DOCUMENTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1361","TRANSFER OF STOLEN OR FALSE IDENTIFICATION DOCUMENTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1362","USING OR TRANSFERING FIVE OR MORE DOCUMENTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1363","POSSESSING AN IDENTIFICATION DOCUMENT WITH INTENT TO DEFRAUD THE U.S."
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1364","DOCUMENT MAKING IMPLEMENT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1365","POSSESSING STOLEN U.S.A. IDENTIFICATION DOCUMENTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1366","FRAUD AND RELATED ACTIVITY IN CONNECTION WITH ACCESS DEVICES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1367","WHOEVER KNOWINGLY WITH INTENT TO DEFRAUD PRODUCES/USES COUNTERFEIT ACC. DEV."
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1368","COMPUTER FRAUD"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1369","ENTRY BY FALSE PRETENSES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","137","** PHYSICAL OR MENTAL DISORDER WITH THREATENING BEHAVIOR"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1370","CONCEALING PERSON FROM ARREST"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1371","CONCEALING PERSON FROM ARREST"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1372","UNLAWFUL INTERSTATE FLIGHT TO AVOID CUSTODY FLIGHT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1373","TRANSMISSION OF WAGERING INFORMATION"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1375","MURDER"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1376","MANSLAUGHTER"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1377","ATTEMPT TO COMMIT MURDER OR MANSLAUGHTER"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1378","PROTECTION OF OFFICERS AND EMPLOYEES OF THE UNITED STATES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1379","CONSPIRACY TO MURDER A FOREIGN OFFICIAL"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","138","** PROCURERS OF PROSTITUTES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1380","ASSAULTS WITHIN MARITIME AND TERRITORIAL JURISDICTION"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1381","INFLUENCING/IMPEDING/RETALIATING AGNST FED OFCL - THREATENING/INJURING FMLY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1382","INTOXICANTS DISPENSED IN INDIAN COUNTRY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1383","FEMALE GENITAL MUTILATION"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1384","KIDNAPPING; WHOEVER UNLAWFULLY HOLDS ANY PERSON EXCEPT FOR MINOR BY PARENT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1385","KIDNAPPING; MINOR BY THE PARENT WILLFULLY TRANSPORTED INTERSTATE OR FOREIGN"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1386","KIDNAPPING"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1387","RANSOM MONEY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1388","HOSTAGE TAKING"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1389","HOSTAGE TAKING"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","139","** ASSERTED IMMUNITY FROM PROSECUTION"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1390","LAWS OF STATES ADOPTED FOR AREAS WITHIN FEDERAL JURISDICTION"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1391","IMPORTING OR TRANSPORTING LOTTERY TICKETS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1392","MAILING LOTTERY TICKETS OR RELATED MATTER"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1393","FISHING CONTESTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1394","FRAUDS AND SWINDLES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1395","FICTITIOUS NAME OR ADDRESS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1396","FRAUD BY WIRE, RADIO OR TELEVISION"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1397","BANK FRAUD"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1399","MALICIOUS MISCHIEF - BUILDINGS OR PROPERTY WITHIN SPECIAL MARITIME AND TERRI"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","14","DESTRUCTION OF GOVERNMENT PROPERTY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","140","** FOREIGN POLICY CONSEQUENCES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1400","MALICIOUS MISCHIEF - HARMING ANIMALS USED IN LAW ENFORCEMENT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1402","IMPERSONATING FOR NATURALIZATION OR CITIZENSHIP"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1404","PROCURING NATURALIZATION OR EVIDENCE OF NATURALIZATION OR CITIZENSHIP"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1405","GENERAL CITIZENSHIP AND NATURALIZATION FRAUD"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1407","MAKING FALSE NATURALIZATION, CITIZENSHIP AND REGISTRY DOCUMENTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1408","USING AND SELLING FALSE NATURALIZATION, CITIZENSHIP AND REGISTRY DOCUMENTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1409","POSSESSION WITH INTENT TO USE FALSE CITIZENSHIP OR NATURALIZATION DOCUMENTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","141","** PUBLIC CHARGE-EXCLUSION"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1410","POSSESSING NATURALIZATION AND CITIZENSHIP PLATES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1411","BRING USA COUNTERFEIT DOCS OF CITZENSHIPANDNATURALIZATION OBTAINED FROM PLATES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1412","POSSESSING TRUE BLANK CERTIFICATIONS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1413","POSSESSING CERTIFICATE PAPER"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1414","COPYING CERTIFICATES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1415","SELLING NATURALIZATION AND CITIZENSHIP DOCUMENTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1416","FAILURE TO SURRENDER A CERTIFICATE"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1417","FAILURE TO ANSWER NATURALIZATION SUBPOENA"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1418","OBSCENITY - POSSESSION WITH INTENT TO SELL, AND SALE OF OBSCENE MATTER ON FE"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1419","MAILING OBSCENE OR CRIME-INCITING MATTER"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","142","** IMMIGRANT, NO LABOR CERTIFICATION"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1420","IMPORTATION OR TRANSPORTATION OF OBSCENE MATTERS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1421","TRANSPORTATION OF OBSCENE MATTERS FOR SALE OR DISTRIBUTION"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1422","INFLUENCING OR INJURING OFFICER OR JUROR GENERALLY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1423","OBSTRUCTION OF JUSTICE - PICKETING OR PARADING"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1424","RECORDING LISTENING OBSERVING JURY PROCEEDINGS WHILE DELIBERATING OR VOTING"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1425","OBSTRUCTION OF CRIMINAL INVESTIGATIONS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1426","CONSPIRACY TO OBSTRUCT LAW ENFORCEMENT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1427","TAMPERING WITH A WITNESS, VICTIM, OR AN INFORMANT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1428","PREVENT THE PRODUCTION OF A RECORD/DOCUMENT/OTHER OBJECT IN OFFICIAL PROCEED"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1429","INFLUENCE/DELAY/PREVENT TESTIMONY OF ANY PERSON IN AN OFFICIAL PROCEEDING"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","143","** IMMIGRANT, NO LABOR CERTIFICATION (I)"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1430","HINDER/DELAY/PREVENT COMMUNICATION OF INFORMATION RELATING TO FEDERAL OFFENS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1431","RETALIATING AGAINST A WITNESS, VICTIM OR AN INFORMANT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1432","CONCEALMENT OF ASSETS FALSE OATHS AND CLAIMS; BRIBERY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1433","PASSPORT ISSUANCE WITHOUT AUTHORITY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1434","FRAUDULENTLY OBTAINED PASSPORT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1435","COUNTERFEIT AND ALTERED PASSPORTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1436","MISUSE OF A PASSPORT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1437","SAFE CONDUCT VIOLATION"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1439","FRAUD AND MISUSE OF VISAS AND IMMIGRATION DOCUMENTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","144","** SPECIAL RULE"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1440","ACQUIRING EMPLOYMENT VERIFICATION THROUGH FRAUD"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1441","ACQUIRING EMPLOYMENT VERIFICATION THROUGH FRAUD"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1442","FALSE ATTESTATION FOR EMPLOYMENT VERIFICATION"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1443","PEONAGE - HOLD/RETURNS/PLACES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1444","PEONAGE - OBSTRUCTS/INTERFERES/PREVENTS ENFORCEMENT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1446","SALE INTO INVOLUNTARY SERVITUDE"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1447","TRANSPORTATION OF SLAVES FROM THE UNITED STATES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1448","FORCED LABOR"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","145","** IMMIGRANT WITHOUT VISA"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1450","SEX TRAFFICKING OF CHILDREN OR BY FORCE, FRAUD OR COERCION"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1451","UNLAWFUL CONDUCT WITH RESPECT TO DOCUMENTS IN FURTHERANCE OF TRAFFICKING"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1452","FORFEITURE PROVISION FOR VIOLATION OF TITLE 18USC1581,1583,1584,1589,1590/91"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1453","PERJURY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1454","FALSE DECLARATIONS BEFORE GRAND JURY OR COURT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1455","THEFT OR RECEIPT OF STOLEN MAIL MATTER"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1456","FIREARMS AS NONMAILABLE REGULATIONS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1457","INJURIOUS ARTICLES AS NONMAILABLE"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1458","ALL INTOXICATING LIQUORS ARE NONMAILABLE"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1459","TRANSPORTATION OF CONVICT OR PRISONER MADE GOODS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","146","** NONIMMIGRANT WITHOUT VALID DOCUMENTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1460","MARKING OF CONVICT MADE GOODS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1461","THEFT OF TRADE SECRETS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1462","TRADE SECRETS ACT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1463","EXTORTION - RACKETEERING"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1464","INTERSTATE AND FOREIGN TRAVEL OR TRANSPORT IN AID OF RACKETEERING ENTERPRISES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1465","INTERSTATE AND FOREIGN TRAVEL OR TRANSP IN AID OF RACKETEERING ENTERPRISES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1466","INTERSTATE TRANSPORT OF WAGERING PARAPHERNALIA"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1467","PROHIBITION OF ILLEGAL GAMBLING BUSINESS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1468","LAUNDERING OF MONETARY INSTRUMENTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1469","WHOEVER KNOWINGLY POSSESSES FINANCIAL TRANS. WITH PROCEEDS FROM UNLAWFUL ACT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","147","** NONIMMIGRANT WITHOUT VALID PASSPORT"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1470","CIVIL FORF-CONCEAL, DISGUISE NATURE, ETC OF PROCEEDS OF UNLAWFUL ACTIVITY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1471","WHOEVER TRANSPORTS/TRANSMITS/TRANSFERS MONETARY INSTRUMENTS/FUNDS OUTSIDE US"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1472","WHOEVER WITH THE INTENT TO PROMOTE THE CARRYING ON ON UNLAWFUL ACTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1473","CONSPIRACY TO LAUNDER MONEY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1474","18USC1956A1 WITH THE INTENT TO PROMOTE THE CARRYING ON OF UNLAWFUL ACTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1476","18USC1956A(2) WITH THE INTENT TO PROMOTE THE CARRYING ON OF UNLAWFUL ACTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1477","MONETARY TRANSACTIONS-PROPERTY DERIVED FROM UNLAWFUL ACTIVITES EXCEEDS $10K"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1478","USE OF INTERSTATE COMMERCE FACILITIES IN THE COMMISSION OF MURDER-FOR-HIRE"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1479","PROHIBITION OF ILLEGAL MONEY TRANSMITTING BUSINESS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","148","** DRAFT EVADER"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1480","VIOLENT CRIMES IN AID OF RACKETEERING ACTIVITY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1481","RACKETEER INFLUENCED CORRUPT ORGANIZATIONS OFFENSE"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1482","UNLLAWFUL EMPLOYMENT/ASSOCIATION WITH ANYONE ENGAGED IN RACKETEERING ACTIV."
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1483","CONSPIRE TO VIOLATE ANY OF THE PROVISIONS OF SUBSECTIONS A, B OR C"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1484","CRIMES PENALTIES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1485","PRINCIPALS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1486","AIDING AND ABETTING"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1487","BRIBERY OF US OFFICIAL OR WITNESSES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1488","WHOEVER DIRECTLY/INDIRECTLY BRIBES WITH INTENT TO INFLUENCE THE TESTIMONY"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1489","UNAUTH PARTICP BY GOVT OFCR IN ACTIVITY AFFECTING PERSONAL FINANCAL INTEREST"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","149","** ACCOMPANYING EXCLUDED ALIEN"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1490","RIOTS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1491","SPECIAL MARITIME AND TERRITORIAL JURISDICTION"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1492","ROBBERY AND BURGLARY - SPECIAL MARITIME AND TERRITORIAL JURISDICTION"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1493","BREAKING OR ENTERING CARRIER FACILITIES"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1494","CAR JACKING (MOTOR VEHICLES)"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1495","BRIBING OFFICIALS/EMPLOYEES OF FINANCIAL INSTITUTIONS TO PROCURE LOANS"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1496","DEFINITION - FINES AND IMPRISONMENT FOR VIOLATING 18USC208"
"scr","ChargeCategoryCodeSimpleType","scr:ChargeCategoryCodeSimpleType","enumeration","1497","STOWAWAYS"
